d,u_*,threshold_type,p,rho_f,rho_s,sediment,hamaker_constant,nu,T,g,gamma,molecular_mass,fluid1,fluid1_proportion,fluid2,fluid2_proportion,flow_depth,tunnel,ref,reffull
m,m/s,word,Pa,kg/m^3,kg/m^3,word,kg*m^2/s^2,m^2/s,K,m/s^2,unitless,g/mol,word,%,word,%,m,word,word,string
0.0006535,0.200474845074671,patches-ramp-up,100000,1.1811612156549,400,charcoal,5E-20,1.54836302854151E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.117969494841957,patches-ramp-up,300000,3.51865542623127,400,charcoal,5E-20,5.19762845612321E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.093827644824799,patches-ramp-up,800000,9.39496226580978,400,charcoal,5E-20,1.94664577176944E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.081496743193369,patches-ramp-up,1250000,14.685620309092,400,charcoal,5E-20,1.24534498276176E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.07862536595628,patches-ramp-up,1500000,17.6137647390878,400,charcoal,5E-20,1.03831655762305E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.078031911398647,patches-ramp-up,2000000,23.4006783225693,400,charcoal,5E-20,7.81544163744736E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.073153506980252,patches-ramp-up,2000000,23.4874420440035,400,charcoal,5E-20,7.78657102651212E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.079452512076193,patches-ramp-up,1500000,17.744193730932,400,charcoal,5E-20,1.0306843944558E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.089407487058958,patches-ramp-up,1250000,14.8385448414651,400,charcoal,5E-20,1.23251058416226E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.10489518365522,patches-ramp-up,800000,9.53305593523399,400,charcoal,5E-20,1.91844710604051E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.137160032103651,patches-ramp-up,300000,3.57182705638992,400,charcoal,5E-20,5.12025450335115E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.045480154105454,patches-ramp-up,2000000,23.3863716867774,1100,walnut shells,8.21086655942228E-20,7.82022274152615E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.049963147288377,patches-ramp-up,1500000,17.5479782402797,1100,walnut shells,8.21086655942228E-20,1.04220915482401E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.055442574437719,patches-ramp-up,1250000,14.7820294195585,1100,walnut shells,8.21086655942228E-20,1.23722278258179E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.066239611052853,patches-ramp-up,800000,9.49812761991382,1100,walnut shells,8.21086655942228E-20,1.92550198339385E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.097358672886692,patches-ramp-up,300000,3.55980086988524,1100,walnut shells,8.21086655942228E-20,5.13755241912213E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.164664180524963,patches-ramp-up,100000,1.19085113846322,1100,walnut shells,8.21086655942228E-20,1.53576404136233E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.170998625139467,patches-ramp-up,100000,1.18196268212863,1100,walnut shells,8.21086655942228E-20,1.54731311294325E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.098289985823555,patches-ramp-up,300000,3.49606999523897,1100,walnut shells,8.21086655942228E-20,5.23120635329896E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.068891467522694,patches-ramp-up,800000,9.36231376253241,1100,walnut shells,8.21086655942228E-20,1.95343416537293E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.055683992545794,patches-ramp-up,1250000,14.6696525911579,1100,walnut shells,8.21086655942228E-20,1.2467005238894E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.053455029252761,patches-ramp-up,1500000,17.5377577152455,1100,walnut shells,8.21086655942228E-20,1.04281652578503E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.047981396246854,patches-ramp-up,2000000,23.2929586278238,1100,walnut shells,8.21086655942228E-20,7.85158461957936E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.049079339377049,patches-ramp-up,2000000,23.4064458863958,1100,walnut shells,8.21086655942228E-20,7.81351584065211E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.052389573746279,patches-ramp-up,1500000,17.704066631597,1100,walnut shells,8.21086655942228E-20,1.033020489091E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.05951615518136,patches-ramp-up,1250000,14.7984424742939,1100,walnut shells,8.21086655942228E-20,1.23585057025027E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.067553037023384,patches-ramp-up,800000,9.55174485586043,1100,walnut shells,8.21086655942228E-20,1.91469347712435E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.097405766833343,patches-ramp-up,300000,3.56679587704147,1100,walnut shells,8.21086655942228E-20,5.12747692919333E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.179902140708264,patches-ramp-up,100000,1.18639026241244,1100,walnut shells,8.21086655942228E-20,1.54153857715279E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.053743425746638,patches-ramp-up,2000000,23.3744717136432,2500,glass,6.5E-20,7.82420402682182E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.072772248090704,patches-ramp-up,800000,9.49307078556434,2500,glass,6.5E-20,1.9265276730563E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.095645504004797,patches-ramp-up,300000,3.64707602985951,2500,glass,6.5E-20,5.01460990144933E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.112184540435774,patches-ramp-up,300000,3.54197180117002,2500,glass,6.5E-20,5.16341309228682E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.073911670622391,patches-ramp-up,800000,9.39492626032661,2500,glass,6.5E-20,1.94665323217089E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.064918137789583,patches-ramp-up,1250000,14.6546919902561,2500,glass,6.5E-20,1.24797324862454E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.057612654579451,patches-ramp-up,1500000,17.5762177102351,2500,glass,6.5E-20,1.04053465154918E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.051800978636916,patches-ramp-up,2000000,23.358572424732,2500,glass,6.5E-20,7.82952966393955E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.058048264260482,patches-ramp-up,1500000,17.7501489802081,2500,glass,6.5E-20,1.03033859552753E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.055392382280349,patches-ramp-up,1250000,14.8202390690152,2500,glass,6.5E-20,1.23403296569677E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.074666602398694,patches-ramp-up,800000,9.54941241292135,2500,glass,6.5E-20,1.91516114079705E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.105341475581388,patches-ramp-up,300000,3.57189113812304,2500,glass,6.5E-20,5.12016264310964E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.044226678685538,patches-ramp-up,2000000,23.3452735430631,1100,walnut shells,8.21086655942228E-20,7.8339898382156E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.045965558051166,patches-ramp-up,2000000,23.4074612973708,1100,walnut shells,8.21086655942228E-20,7.81317689190253E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.049281583904142,patches-ramp-up,1500000,17.6850242407409,1100,walnut shells,8.21086655942228E-20,1.03413279629781E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.051060034466502,patches-ramp-up,1500000,17.6251256429806,1100,walnut shells,8.21086655942228E-20,1.03764727362132E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.055192666555543,patches-ramp-up,1250000,14.7580100355335,1100,walnut shells,8.21086655942228E-20,1.23923642324661E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.053895703312074,patches-ramp-up,1250000,14.7242485836385,1100,walnut shells,8.21086655942228E-20,1.24207788715237E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.065025317241078,patches-ramp-up,800000,9.47543942071454,1100,walnut shells,8.21086655942228E-20,1.93011244741754E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.06671046473114,patches-ramp-up,800000,9.45304933539375,1100,walnut shells,8.21086655942228E-20,1.93468402859131E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.094798201014409,patches-ramp-up,300000,3.55272471019438,1100,walnut shells,8.21086655942228E-20,5.14778516843523E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.097724869634136,patches-ramp-up,300000,3.53228202144946,1100,walnut shells,8.21086655942228E-20,5.17757740169549E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.172126240936877,patches-ramp-up,100000,1.18760354715328,1100,walnut shells,8.21086655942228E-20,1.53996370375539E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.172852005540347,patches-ramp-up,100000,1.18056082872726,1100,walnut shells,8.21086655942228E-20,1.54915046524021E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.171724457547964,patches-ramp-up,100000,1.17976126162348,1100,walnut shells,8.21086655942228E-20,1.55020038083848E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.096477370331098,patches-ramp-up,300000,3.49761397256712,1100,walnut shells,8.21086655942228E-20,5.2288971036014E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.067314682025775,patches-ramp-up,800000,9.34265908204275,1100,walnut shells,8.21086655942228E-20,1.95754371534589E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.058032218887252,patches-ramp-up,1250000,14.5810277645515,1100,walnut shells,8.21086655942228E-20,1.25427808423315E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.053986740510108,patches-ramp-up,1500000,17.5313729842473,1100,walnut shells,8.21086655942228E-20,1.04319630796203E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.055156142372165,patches-ramp-up,2000000,23.3514109899354,2500,glass,6.5E-20,7.83193083216879E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.060533769035389,patches-ramp-up,1500000,17.7332237797871,2500,glass,6.5E-20,1.03132198622103E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.049680690322003,patches-ramp-up,1250000,14.8069879248221,2500,glass,6.5E-20,1.23513733269231E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.075972504061016,patches-ramp-up,800000,9.50944453792903,2500,glass,6.5E-20,1.92321049854453E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.112677103169899,patches-ramp-up,300000,3.56555125899649,2500,glass,6.5E-20,5.12926676471881E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.139344808420362,patches-ramp-up,300000,3.53935389231968,2500,glass,6.5E-20,5.16723224833718E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.080689031848474,patches-ramp-up,800000,9.38305594301224,2500,glass,6.5E-20,1.94911590442898E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.062446218659265,patches-ramp-up,1250000,15.1612575622388,2500,glass,6.5E-20,1.206276161169E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.059891361796359,patches-ramp-up,1500000,17.6086242375057,2500,glass,6.5E-20,1.03861967431379E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.056716764515063,patches-ramp-up,2000000,23.4725812005245,2500,glass,6.5E-20,7.7915008215046E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.060611563415974,patches-ramp-up,1500000,17.7588675317952,2500,glass,6.5E-20,1.02983276033386E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.067420298934629,patches-ramp-up,1250000,14.8498245590673,2500,glass,6.5E-20,1.2315743864802E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.125725312981996,patches-ramp-up,300000,3.57598355861855,2500,glass,6.5E-20,5.11430303604001E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
