d,u_*,threshold_type,p,rho_f,rho_s,sediment,hamaker_constant,nu,T,g,gamma,molecular_mass,fluid1,fluid1_proportion,fluid2,fluid2_proportion,flow_depth,tunnel,ref,reffull
m,m/s,word,Pa,kg/m^3,kg/m^3,word,kg*m^2/s^2,m^2/s,K,m/s^2,unitless,g/mol,word,%,word,%,m,word,word,string
2.05083323644174E-05,0.25123794539695,fluid,97832.31,1.1626,2580,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
7.07106781186549E-05,0.152939813026346,fluid,97832.31,1.1626,2070,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.000122474487139,0.137014040583538,fluid,97832.31,1.1626,2090,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.000164316767252,0.176295364991958,fluid,97832.31,1.1626,1960,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.000212132034356,0.205424483574835,fluid,97832.31,1.1626,1940,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.00032403703492,0.223470039965443,fluid,97832.31,1.1626,1910,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.000497795138586,0.275499568036074,fluid,97832.31,1.1626,1910,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.000699785681477,0.334347804710163,fluid,97832.31,1.1626,1800,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.000993830971544,0.458648058269475,fluid,97832.31,1.1626,1780,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.001542724862054,0.543506844696677,fluid,97832.31,1.1626,1740,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
0.002449489742783,0.652007754279252,fluid,97832.31,1.1626,1650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1945,"Chepil, 1945"
1.47384842631436E-05,0.627399931641908,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
3.7460999636703E-05,0.305571342125477,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
7.42577273657684E-05,0.143240544834522,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
0.000123051159182,0.109071039059505,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
0.000186171643934,0.212743931798487,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
0.00021536379638,0.345342731645636,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
0.000371980780516,0.513312948106637,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
0.000468484953422,0.679636332124132,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
1.47384842631436E-05,0.627399931641908,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
3.7460999636703E-05,0.305571342125477,barely,97832.31,1.1626,2650,clay_loam,7.3E-20,1.55887886633408E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,WERU,chepil1951,"Chepil, 1951"
7.2E-06,0.702,incipient,100290.18,1.1918,1380,coal,5E-20,1.52068515690552E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,Fletcher,fletcher1976,"Fletcher, 1976"
2.36E-05,0.3575,incipient,100290.18,1.1918,1380,coal,5E-20,1.52068515690552E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,Fletcher,fletcher1976,"Fletcher, 1976"
7.75E-05,0.2015,incipient,100290.18,1.1918,2900,glass,6.5E-20,1.52068515690552E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,Fletcher,fletcher1976,"Fletcher, 1976"
0.000283,0.3965,incipient,100290.18,1.1918,2900,glass,6.5E-20,1.52068515690552E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,Fletcher,fletcher1976,"Fletcher, 1976"
3.2E-05,0.3055,incipient,100290.18,1.1918,1050,lycopodium,8.21086655942228E-20,1.52068515690552E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,Fletcher,fletcher1976,"Fletcher, 1976"
9.5E-06,1.209,incipient,100290.18,1.1918,2620,limestone,9.43E-20,1.52068515690552E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,Fletcher,fletcher1976,"Fletcher, 1976"
8.5E-06,1.105,incipient,100290.18,1.1918,2540,plaster_of_paris,6.11E-20,1.52068515690552E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.4,Fletcher,fletcher1976,"Fletcher, 1976"
0.00055,0.28,general,98754.01,1.17355,2650,quartz,8.86E-20,1.54433349239487E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.76,Trent,li2012,"Li \& McKenna-Neuman, 2012"
0.000125,0.188429752066116,significant,100853.56,1.1985,2650,quartz,8.86E-20,1.51218403838131E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.482995745591737,Aarhus Tilting,iversen1994,Iversen \& Rasmussen. 1994
0.00017,0.195867768595041,significant,100853.56,1.1985,2650,quartz,8.86E-20,1.51218403838131E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.482995745591737,Aarhus Tilting,iversen1994,Iversen \& Rasmussen. 1994
0.000242,0.235537190082645,significant,100853.56,1.1985,2650,quartz,8.86E-20,1.51218403838131E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.482995745591737,Aarhus Tilting,iversen1994,Iversen \& Rasmussen. 1994
0.00032,0.308264462809917,significant,100853.56,1.1985,2650,quartz,8.86E-20,1.51218403838131E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.482995745591737,Aarhus Tilting,iversen1994,Iversen \& Rasmussen. 1994
0.000544,0.452892561983471,significant,100853.56,1.1985,2650,quartz,8.86E-20,1.51218403838131E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.482995745591737,Aarhus Tilting,iversen1994,Iversen \& Rasmussen. 1994
0.000526,0.38,fluid,,1.16,2650,quartz,8.86E-20,1.56237290517241E-05,303.15,9.81,1.4,28.964,air,100,none,0,-9999,field,martin2017,"Martin \& Kok, 2017"
0.000533,0.347,fluid,,1.22,2650,quartz,8.86E-20,1.48553489344262E-05,288.15,9.81,1.4,28.964,air,100,none,0,-9999,field,martin2017,"Martin \& Kok, 2017"
0.000398,0.321,fluid,,1.22,2650,quartz,8.86E-20,1.48553489344262E-05,288.15,9.81,1.4,28.964,air,100,none,0,-9999,field,martin2017,"Martin \& Kok, 2017"
0.000143,0.22,fluid,,1.22,2650,quartz,8.86E-20,1.47058823529412E-05,288.15,9.81,1.4,28.964,air,100,none,0,0.4572,Berkeley,kadib1965,"Kadib, 1965"
0.001,1,fluid,,1.22,2650,quartz,8.86E-20,1.47058823529412E-05,288.15,9.81,1.4,28.964,air,100,none,0,0.4572,Berkeley,kadib1965,"Kadib, 1965"
0.00088,0.9,fluid,,1.22,2650,quartz,8.86E-20,1.47058823529412E-05,288.15,9.81,1.4,28.964,air,100,none,0,0.4572,Berkeley,kadib1965,"Kadib, 1965"
0.0003,0.44,fluid,,1.22,2650,quartz,8.86E-20,1.47058823529412E-05,288.15,9.81,1.4,28.964,air,100,none,0,0.4572,Berkeley,kadib1965,"Kadib, 1965"
0.00051,0.370611106947872,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.00051,0.383691654740241,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.00051,0.394384146419268,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.00027,0.256383411092093,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.00027,0.269159660696665,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.00027,0.281143483243284,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.00019,0.229170614892377,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.00019,0.274678558259952,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.00019,0.310555738374375,fluid,,1.225,2650,quartz,8.86E-20,1.47947148571429E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9,Guelph,mckenna-neuman1989,"McKenna-Neuman \& Nickling, 1989"
0.0002,0.268,fluid,100149.73,1.19014,2650,quartz,8.86E-20,1.52280619927067E-05,293.15,9.81,1.4,28.964,air,100,none,0,0.9144,Berkeley,horikawa1960,"Horikawa \& Shen, 1960"
0.000124,0.158,fluid,100665.48,1.19627,2650,quartz,8.86E-20,1.51500294247954E-05,293.15,9.81,1.4,28.964,air,100,none,0,2,State Key,hong2013,"Hong et al., 2013"
0.00025,0.17,not_specified,101325,1.2,2650,quartz,8.86E-20,1.51029380833333E-05,293.15,9.81,1.4,28.964,air,100,none,0,-9999,field,svasek1976,"Svasek \& Terwindt, 1974"
0.000138,0.063,majority,1250000,14.5,1100,walnut_shells,8.21086655942228E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000138,0.074,majority,1250000,14.5,1100,walnut_shells,8.21086655942228E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000165,0.072,majority,1250000,14.5,1100,walnut_shells,8.21086655942228E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000196,0.081,majority,1250000,14.5,1100,walnut_shells,8.21086655942228E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000213,0.064,majority,1250000,14.5,1100,walnut_shells,8.21086655942228E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000231,0.076,majority,1250000,14.5,1100,walnut_shells,8.21086655942228E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.00077,0.161,majority,1250000,14.5,1100,walnut_shells,8.21086655942228E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000917,0.168,majority,1250000,14.5,1100,walnut_shells,8.21086655942228E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000163,0.067,majority,1250000,14.5,1300,GC_packing_material,2E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000138,0.072,majority,1250000,14.5,2150,GC_packing_material,2E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
8.1E-05,0.076,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
8.1E-05,0.078,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
9.7E-05,0.075,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000116,0.072,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000138,0.069,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000138,0.081,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000196,0.091,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000213,0.086,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000231,0.094,majority,1250000,14.5,2500,glass,6.5E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000116,0.089,majority,1250000,14.5,2650,quartz,8.86E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000138,0.086,majority,1250000,14.5,2650,quartz,8.86E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000138,0.078,majority,1250000,14.5,2650,quartz,8.86E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000165,0.091,majority,1250000,14.5,2650,quartz,8.86E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000196,0.094,majority,1250000,14.5,2650,quartz,8.86E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000213,0.097,majority,1250000,14.5,2650,quartz,8.86E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000213,0.109,majority,1250000,14.5,2650,quartz,8.86E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
0.000654,0.229,majority,1250000,14.5,3000,basalt,8.86E-20,1.2E-06,293,9.81,1.399,28.81032,N2,80,O2,20,0.203,TWT,burr2015,"Burr et al, 2015"
3.21877781551179E-05,0.03632314645127,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
4.16056449385372E-05,0.034938014771945,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
4.95930680566503E-05,0.032096516774032,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
5.87810246950179E-05,0.032680012275035,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
7.02264726457112E-05,0.031162578891131,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
8.35845951131331E-05,0.03188281285625,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
0.000111040263212,0.03323577802892,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
0.000153867549151,0.039015458409693,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
0.00021960674985,0.048081052202173,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
0.000312895358921,0.059292866799852,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
0.000440718421531,0.063656050076226,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
0.000553113419695,0.071816051949525,majority,3000000,66.4,2650,quartz,8.86E-20,2.3E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,greeley1984,"Greeley et al., 1984"
0.00039,0.161205723025187,bedload,461000,10.5263157894737,2650,quartz,8.86E-20,1.39731762232723E-06,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.00039,0.152444542425992,bedload,455000,10.4010025062657,2650,quartz,8.86E-20,1.41415277440346E-06,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.00039,0.108888958875709,bedload,1360000,29.8245614035088,2650,quartz,8.86E-20,4.93170925527259E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.00039,0.076357400917639,bedload,1370000,29.9498746867168,2650,quartz,8.86E-20,4.91107448851413E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.00039,0.066170996841859,bedload,2270000,49.1228070175438,2650,quartz,8.86E-20,2.99425204784408E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.00039,0.05848864511577,bedload,3200000,69.047619047619,2650,quartz,8.86E-20,2.1302119832212E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.00039,0.052631798211733,bedload,4100000,88.3458646616541,2650,quartz,8.86E-20,1.66488908192181E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.0002125,0.071816993053476,bedload,435549.461496091,9.97745244993202,2650,quartz,8.86E-20,1.47418458014433E-06,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.0002125,0.058637767672716,bedload,1351240.49268127,29.5707160558053,2650,quartz,8.86E-20,4.97404476883658E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.0002125,0.049839691445616,bedload,2285412.93112541,49.5594308257724,2650,quartz,8.86E-20,2.96787237176342E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
0.0002125,0.046776483466206,bedload,3185505.51395188,68.8189306400104,2650,quartz,8.86E-20,2.13729077363222E-07,295,9.81,1.289,44.01,CO2,100,none,0,0.203,VWT,marshall1992,"Marshall \& Greeley, 1992"
