Dune Field,Latitude,Longitude,Large Type,Large Wavelength (m),Large Width (m),Large Height (m),Small Type,Small Wavelength (m),Small Width (m),Small Height (m),Mean Resultant Flux Magnitude (m^2/yr),Mean of Flux Magnitudes (m^2/yr)
Rub Al Khali,20.37470054626465,51.74989318847656,b,860.8511545942358,2792.825487599328,16.579068816466503,b,860.8511545942358,2792.825487599328,16.579068816466503,2.556275801542091,5.451051013015441
Grand Erg Occidental,31.61591339111328,1.6874964237213135,b,1966.5479400422068,9364.396091338787,44.94428634916588,b,1966.5479400422068,9364.396091338787,44.94428634916588,1.0466016715950708,20.706245683331442
Munga-Thirri,-25.433246612548828,136.6872100830078,l,367.05237888318794,3712.3328913804294,15.129253127783729,l,133.8994921744395,234.344441880667,6.328019064721267,10.138145185155617,17.446255236415382
Central Grand Sand Sea,28.524580001831055,23.06245231628418,l,1510.74326492601,5499.705793907346,52.96091427482355,l,1510.74326492601,5499.705793907346,52.96091427482355,1.56969342323231,9.889054965954951
Idehan Ubari,27.681489944458008,11.812475204467773,l,2352.6047702977166,23978.448577760293,75.45864243214793,l,2352.6047702977166,23978.448577760293,75.45864243214793,3.6932176496527487,14.425870750069846
El Djouf,19.5316104888916,350.436767578125,b,1896.7004124785274,3402.17647700235,34.147423632269486,b,473.54956309375035,790.4861824653651,20.65560939993923,10.73254622672047,17.648795370268488
El Djouf,19.5316104888916,356.343017578125,b,849.6891434788622,1460.2758592930093,26.45487215467031,b,849.6891434788622,1460.2758592930093,26.45487215467031,6.754548940705706,12.284518940266667
Central Takla Makan,38.36064147949219,81.28108215332031,l,756.9201149048178,6808.333712766227,34.147423632269486,l,649.2410360933974,4874.150434385288,26.199022327255705,5.004288275696472,9.58744840033081
Grand Erg Occidental,30.772823333740234,2.5312447547912598,b,1922.4106982268897,3675.7783577602318,58.3167039953693,b,1922.4106982268897,3675.7783577602318,58.3167039953693,5.346008888053053,23.951816356511696
Grand Erg Occidental,31.61591339111328,2.5312447547912598,l,1569.7630694320746,10860.33801989408,61.98388485497867,l,1569.7630694320746,10860.33801989408,61.98388485497867,2.5977957077548375,22.85166038263996
Central Takla Makan,38.36064147949219,84.93732452392578,b,1640.7994427582028,4860.558679575247,30.053826393635777,b,1640.7994427582028,4860.558679575247,30.053826393635777,9.724138326961294,17.222484092891232
El Djouf,22.622943878173828,355.218017578125,l,1611.3590116877813,33286.67647376254,57.9926275473108,l,1611.3590116877813,33286.67647376254,57.9926275473108,8.38457448787968,13.645545384458343
Idehan Murzuk,25.1522159576416,12.93747329711914,s,1717.3901619309295,4595.29075542907,124.24067619253292,s,1717.3901619309295,4595.29075542907,124.24067619253292,0.5292731375760952,6.933343720915805
Trarza Reion Desert,18.12645721435547,345.936767578125,b,1490.3015773221032,4159.727524081273,34.28387687355727,b,1490.3015773221032,4159.727524081273,34.28387687355727,7.686593145843816,17.641030052101126
Ergs Iguidi \& Chech,25.1522159576416,358.311767578125,l,726.5505545070175,6177.454134818881,28.21170763625061,b,317.3104734061373,553.8893528012414,18.30179098772485,9.90552857744279,16.61779561819131
Grand Erg Oriental,29.086641311645508,7.031235218048096,s,1858.1376691458327,3289.350046609179,130.65397853305905,s,1858.1376691458327,3289.350046609179,130.65397853305905,1.346501157158731,16.413064579212467
Central Takla Makan,39.484764099121094,84.09357452392578,t,1718.3938899441123,15968.508957691083,47.07636824428759,t,1718.3938899441123,15968.508957691083,47.07636824428759,7.930213240150899,12.243446504175582
Rub Al Khali,22.622943878173828,52.3123893737793,l,1773.9452385931606,8435.762156359486,27.751177946904317,l,1773.9452385931606,8435.762156359486,27.751177946904317,6.877435711056205,10.656011790290062
El Djouf,22.060882568359375,349.030517578125,l,694.138852111096,8841.537228111716,31.64009532360634,b,306.0075525224456,533.1976798562148,17.58541147096395,6.264916163488377,10.783943229592275
Grand Erg Occidental,30.21076202392578,0.8437482118606567,l,1456.9564871966973,31835.893604199795,57.088624823779206,b,570.2169713210368,2509.928778499525,24.73214998341196,8.136397229593749,24.468674325727612
Gran Desierto,32.177974700927734,245.53073120117188,l,1214.4639339560063,3404.1330683029305,23.947543846007164,s,689.5419972925201,827.4049704955817,15.692122748095864,1.5343339152465616,8.189794980448434
Grand Erg Oriental,29.929733276367188,8.437482833862305,s,1940.0666703395102,3451.400504332589,148.93871286562293,s,1940.0666703395102,3451.400504332589,148.93871286562293,1.9291365434908914,17.40474997931169
Rub Al Khali,20.655731201171875,54.56238555908203,s,1719.62487069911,2276.4570424696026,103.49978351678881,s,1719.62487069911,2276.4570424696026,103.49978351678881,0.6481375926899542,5.2567585984583
Central Grand Sand Sea,25.1522159576416,26.43744468688965,l,1158.3961974080682,11332.962372005753,22.173651709265897,l,1158.3961974080682,11332.962372005753,22.173651709265897,1.85846757286998,5.640794786930802
Ramlat Al Sabatayn,15.597185134887695,46.40615463256836,l,1337.2569208147006,7799.706573567033,25.158566362436304,l,1337.2569208147006,7799.706573567033,25.158566362436304,4.016505705979897,7.3319846035567435
Idehan Ubari,26.838397979736328,12.65622329711914,l,1567.5505854565365,4959.838008720761,66.60623840360255,l,1567.5505854565365,4959.838008720761,66.60623840360255,3.2156802473353316,12.335963000622705
Rub Al Khali,21.77985191345215,54.56238555908203,b,1410.502004937269,2845.2993721991293,40.42427273150783,b,1410.502004937269,2845.2993721991293,40.42427273150783,2.434088253824865,5.324029770842683
"Azefal, Akchar \& Agneitir Sand Seas",19.812639236450195,344.811767578125,l,1478.4943266527202,16038.882433588793,22.51478481248537,l,1478.4943266527202,16038.882433588793,22.51478481248537,18.35411891791201,25.004335218933946
Central Grand Sand Sea,28.80561065673828,23.06245231628418,l,1275.1113167032004,8062.598116485701,41.43061538600528,l,1275.1113167032004,8062.598116485701,41.43061538600528,2.093810503331367,10.402037646104432
Rub Al Khali,20.37470054626465,52.8748893737793,b,777.8093841578685,1607.6436157905382,27.358874878201924,b,777.8093841578685,1607.6436157905382,27.358874878201924,1.584017850147422,4.533668786752331
El Djouf,19.250579833984375,355.780517578125,l,507.08041739252803,2729.0592550197557,18.404130918690694,b,318.509567175114,505.8026682087867,13.389474301364405,6.157151151954254,12.228321888790763
Central Takla Makan,38.079612731933594,81.84358215332031,b,1441.5462932863004,4215.078387576119,50.48769927648235,b,1441.5462932863004,4215.078387576119,50.48769927648235,4.051751772343488,9.209051615051985
Central Takla Makan,40.608882904052734,86.06231689453125,b,1369.0073862265874,4167.679277326453,59.68123640824721,b,1369.0073862265874,4167.679277326453,59.68123640824721,8.240985099029276,12.412021578565676
Rub Al Khali,22.3419132232666,51.18739318847656,b,1922.4138292972834,7853.835156843738,19.20579371125646,b,1922.4138292972834,7853.835156843738,19.20579371125646,5.779129807726789,8.516657255159611
Idehan Ubari,24.871187210083008,10.968727111816406,b,1973.1840166043426,10100.328114822989,29.593296704289486,b,1973.1840166043426,10100.328114822989,29.593296704289486,1.20642694148622,6.782220847356036
An Nafud \& Ad Dahna,28.524580001831055,42.18741226196289,b,1909.6291504463522,3094.2463472930654,35.3072761832157,b,1909.6291504463522,3094.2463472930654,35.3072761832157,1.6422317592050564,7.015960944203067
El Djouf,21.498821258544922,350.155517578125,l,1320.790235278132,23164.344965354416,31.60598201328439,b,343.098945406481,542.8400736221358,12.451358267510848,6.717776490113623,10.196449005119186
El Djouf,20.9367618560791,352.686767578125,l,1015.4535306992743,33299.729579815175,24.86860322469975,l,322.46318255944783,2397.2014900498234,12.604868163959614,9.279079128067185,13.839309837780291
El Djouf,20.37470054626465,351.561767578125,l,1494.6670941624072,44625.534288290844,39.00857035314701,l,1494.6670941624072,44625.534288290844,39.00857035314701,10.954339369164838,16.27072944621207
Grand Erg Oriental,30.772823333740234,6.749985694885254,s,1489.0539088617404,2636.5259857379842,30.258506255567458,s,1489.0539088617404,2636.5259857379842,30.258506255567458,1.6382177443395247,18.20713447653167
El Djouf,18.407487869262695,356.061767578125,l,485.7594384617747,1737.0927026050108,23.879317225363273,l,485.7594384617747,1737.0927026050108,23.879317225363273,5.806772816997598,13.972439149243193
Rub Al Khali,18.407487869262695,49.78114700317383,l,1218.5704825309724,12758.753652962763,39.23030687023966,b,587.4112004468783,2091.302506342954,18.387074263529723,2.031159518369414,5.715258761143117
Idehan Ubari,26.838397979736328,13.499971389770508,l,1684.6549671678026,8455.553695716613,81.58198163493752,l,1684.6549671678026,8455.553695716613,81.58198163493752,2.97890193428959,13.252874885785426
An Nafud \& Ad Dahna,26.557369232177734,45.84365463256836,l,2575.0131696144927,34263.551912824994,26.949515154338552,s,963.5626731860007,1397.1992215727576,19.785719986729568,2.3971946556959076,11.021250414784692
Rub Al Khali,21.77985191345215,55.12488555908203,b,1559.9734660384163,4036.384194803416,106.58703810092507,b,1559.9734660384163,4036.384194803416,106.58703810092507,2.712932796132388,5.6590509896421315
Grand Erg Oriental,31.05385398864746,6.749985694885254,s,1778.239611772498,2472.0623733728225,30.770205910396673,s,1778.239611772498,2472.0623733728225,30.770205910396673,1.7176290072228368,18.357894209241856
West Registan Desert,29.64870262145996,62.71862030029297,l,1639.4358890345186,13907.261881666605,74.26467657087977,l,1639.4358890345186,13907.261881666605,74.26467657087977,10.413153044759868,19.251049178824044
Rig-e Jenn,34.14518737792969,53.7186393737793,b,1191.8402351991747,3803.36142514941,38.0363410089715,b,1191.8402351991747,3803.36142514941,38.0363410089715,13.955538133926902,21.448141099034093
El Djouf,19.5316104888916,353.811767578125,b,397.02956854114177,879.4756278421518,13.218907749754669,b,397.02956854114177,879.4756278421518,13.218907749754669,7.84970457818524,13.765092424144818
Munga-Thirri,-24.028095245361328,137.5309600830078,l,416.0106171874604,9517.445104447901,20.041569814144175,l,213.39931105624933,469.2688863363353,9.449386959179469,11.00084302915139,17.361714438627818
El Djouf,20.093669891357422,356.905517578125,n,753.878026820221,939.8242203661764,31.41835880651368,n,753.878026820221,939.8242203661764,31.41835880651368,8.617705845397895,13.516521842601101
East Erg Issaouane,27.962520599365234,8.156232833862305,b,2335.545741685956,6276.2193215138295,64.45709985331987,b,2335.545741685956,6276.2193215138295,64.45709985331987,6.076275349122203,17.930281788820505
Rub Al Khali,20.37470054626465,49.49989700317383,l,947.6667269366388,10658.61296903388,21.354932261539155,b,406.69506462773757,1780.307290974972,12.604868163959614,3.0351960909655302,5.784277632616332
Rub Al Khali,20.655731201171875,54.28113555908203,s,1647.1659312588135,2020.4365722399043,36.9276584235082,s,1647.1659312588135,2020.4365722399043,36.9276584235082,0.5267545196488255,4.990006184377247
Kumtag Desert,39.76579284667969,91.68730926513672,l,1801.745253257954,8830.066555098225,46.39410203784864,l,1801.745253257954,8830.066555098225,46.39410203784864,3.640674375560869,12.074811129644411
El Djouf,20.655731201171875,349.030517578125,l,606.8232370601984,8363.021346001435,21.354932261539155,b,256.8288361013074,395.1138944492971,13.423587611686353,13.35721143489142,18.32871698098022
Ergs Iguidi \& Chech,27.681489944458008,357.749267578125,l,2067.2970967414403,31370.194638692174,42.26639148889299,l,2067.2970967414403,31370.194638692174,42.26639148889299,5.159839764455291,20.178374228348904
Idehan Murzuk,25.714277267456055,13.218722343444824,l,1824.9234403502053,22961.20652960456,113.42675682047555,s,1126.6834110433886,3201.8490871430176,64.13302340526137,1.1231116777699486,8.478609206144235
El Djouf,20.093669891357422,350.155517578125,l,1222.1153254861683,44713.39505337991,28.143481015606714,l,1222.1153254861683,44713.39505337991,28.143481015606714,10.537171224372065,17.062381858323786
Central Grand Sand Sea,29.367671966552734,23.343700408935547,s,2016.7354982591748,5108.671388116151,45.71183583140969,s,2016.7354982591748,5108.671388116151,45.71183583140969,2.9485792455930953,11.035622618409205
Rub Al Khali,19.5316104888916,46.687400817871094,l,1161.0082641083904,18836.070318934886,26.847175223372705,l,1161.0082641083904,18836.070318934886,26.847175223372705,1.8178866028550804,5.592963710027527
Grand Erg Oriental,30.491792678833008,8.156232833862305,s,1629.0775041185827,3205.803836857264,55.82643234186713,s,1629.0775041185827,3205.803836857264,55.82643234186713,1.4683052805958776,17.029306560942416
Idehan Murzuk,24.309125900268555,11.812475204467773,l,1834.913969964173,12632.397152919904,123.6607499170598,b,1293.627952113198,3741.2914871443986,86.75014814871257,2.08250159938304,9.739093205111665
Rub Al Khali,20.9367618560791,51.74989318847656,l,461.3976839580441,3939.63874214168,11.615582164623135,b,286.8046073960356,920.5257432066749,9.022970580155123,3.37427124579254,6.352700262470439
Grand Erg Oriental,29.367671966552734,7.3124847412109375,s,1891.4134203942476,2904.2865426967314,155.9148848264612,s,1891.4134203942476,2904.2865426967314,155.9148848264612,1.0067289530816355,16.041634470232538
Central Grand Sand Sea,25.1522159576416,26.15619468688965,l,939.427384576757,6777.5983980549745,41.942315040834494,n,564.9651526193663,1640.090109055172,28.689293980757874,1.4968758746596298,4.54037282243677
Munga-Thirri,-23.466033935546875,137.2497100830078,l,433.8350592818961,14950.656063274451,14.651666783276465,l,185.9361019823067,290.44340319936146,8.357761028877146,11.75844688577637,17.998014927285684
Central Grand Sand Sea,29.086641311645508,23.624950408935547,s,1051.2103518923573,1901.376377325453,33.10696766745008,s,590.2692111316989,727.4209696657373,24.902716535021696,2.515381017277082,10.215943370727262
Rub Al Khali,17.002336502075195,45.84365463256836,l,1356.087874082844,45525.913603007226,56.81571834120362,l,1090.1730734550072,19899.886036879874,60.20999271823739,1.146623726248168,3.860786212508789
Wahiba Sands,21.77985191345215,58.7811279296875,l,1313.944671014897,21308.693110872166,44.05734028079524,l,1313.944671014897,21308.693110872166,44.05734028079524,4.182507852126942,7.966730688578
Rub Al Khali,24.028095245361328,55.40613555908203,l,1815.2162302291176,9960.702205168745,21.83251860604642,l,1815.2162302291176,9960.702205168745,21.83251860604642,2.252082598005406,9.357919933337106
Grand Erg Oriental,29.64870262145996,5.906237602233887,s,1065.507265446493,5370.634027051617,51.23819210356519,s,1065.507265446493,5370.634027051617,51.23819210356519,2.603572764937035,16.732355166209288
Central Grand Sand Sea,26.838397979736328,26.43744468688965,l,1060.1288159876456,25269.872426978603,37.200564906083784,l,1060.1288159876456,25269.872426978603,37.200564906083784,2.576753302633421,5.391713999193432
Rub Al Khali,21.77985191345215,50.62489318847656,b,1552.7628707587335,4749.449208843911,19.188737056095487,b,1552.7628707587335,4749.449208843911,19.188737056095487,4.70342942884731,7.434133042538293
Grand Erg Oriental,32.74003601074219,8.718731880187988,b,1254.5409403170045,2140.752874934929,52.48332793031628,b,1254.5409403170045,2140.752874934929,52.48332793031628,6.093456279728789,25.246929386495534
Rub Al Khali,19.250579833984375,45.28115463256836,l,1918.6439822798884,36640.45198332106,26.77894860272881,l,1918.6439822798884,36640.45198332106,26.77894860272881,2.8600034242191046,5.993856802937628
Rub Al Khali,21.498821258544922,50.06239700317383,l,528.9047625547374,4538.894527734102,10.55806954464276,l,528.9047625547374,4538.894527734102,10.55806954464276,4.232687052385371,6.91743453369544
El Djouf,20.093669891357422,350.718017578125,l,1086.1676245176668,38166.46540647941,27.392988188523866,l,575.9422480721895,10007.394842273472,24.76626329373391,10.493554335598661,16.34719404510495
Rub Al Khali,17.002336502075195,46.687400817871094,l,1318.7560168845828,19760.218355673856,34.71029325258161,n,367.9750863054857,745.9319833993293,19.359303607705225,1.7982454776780552,6.310142432904198
Central Takla Makan,40.32785415649414,86.62481689453125,t,1868.7560601267512,11721.763408809189,113.0003404414512,t,1868.7560601267512,11721.763408809189,113.0003404414512,14.2497134758201,17.67844561963678
Rub Al Khali,21.498821258544922,53.4373893737793,b,1676.6830837921514,3165.455269912309,43.9550003498294,b,606.1974401759085,766.2143539068894,31.793605220055102,2.493222324785996,5.735523628553821
El Djouf,17.002336502075195,355.780517578125,b,459.94941374882853,664.0002577628676,13.304191025559538,b,459.94941374882853,664.0002577628676,13.304191025559538,4.397772876544681,10.155720949833798
Rub Al Khali,18.407487869262695,48.093650817871094,l,1452.8626163261927,45179.55737584498,78.17065060274277,l,1452.8626163261927,45179.55737584498,78.17065060274277,1.0140191279629684,4.3555565750496115
El Djouf,22.060882568359375,354.093017578125,l,1073.8120885387991,5450.176408043434,34.386216804523116,b,470.67150851224267,730.8640067990438,25.209736327919224,11.152444932586269,16.816945544112848
Central Grand Sand Sea,28.80561065673828,23.624950408935547,s,1392.2642681259672,4592.3785958357275,39.94668638700056,s,1392.2642681259672,4592.3785958357275,39.94668638700056,2.205073444804123,9.770240907983325
Rub Al Khali,19.812639236450195,50.90614318847656,b,643.0694621681654,2777.908750126394,11.922601957520662,b,643.0694621681654,2777.908750126394,11.922601957520662,1.6091441566940325,5.076168720958953
Rub Al Khali,18.96954917907715,51.74989318847656,l,1572.8318610240472,20960.83606452217,97.75169072754066,s,953.9813014637247,1924.094242540827,73.5994670196018,0.5380396392344831,3.4786136333962974
El Djouf,18.96954917907715,356.624267578125,n,833.3486736175489,1532.7981188860233,25.243849638241176,n,833.3486736175489,1532.7981188860233,25.243849638241176,5.7672771304268355,12.537002330964603
Idehan Ubari,26.838397979736328,11.812475204467773,l,2140.3773202250827,21480.588570128504,97.99048389979428,b,1273.5031087868456,2608.223188253494,68.31190391969993,3.2855910861458706,13.545414990198113
Central Takla Makan,39.76579284667969,83.81232452392578,l,1833.0951908750376,14885.734573142496,53.30204737804302,l,1833.0951908750376,14885.734573142496,53.30204737804302,6.696838999537934,10.549109690187077
Aoukar,17.56439781188965,350.999267578125,b,989.1920698187474,1970.7790325919311,16.596125471627474,b,153.89604371649156,244.84299175757025,5.628696203121343,8.547435967330264,18.272741030021592
Munga-Thirri,-23.7470645904541,137.8122100830078,l,419.65042721190946,6390.8054321255595,16.289105678729946,l,212.97311400337244,861.1419110617379,8.920630649189281,10.325902666864451,16.983277453254942
Central Grand Sand Sea,26.276338577270508,26.43744468688965,l,1079.7933571846288,34885.378780451894,40.509556007312696,l,910.2692543620196,21358.02969801629,36.29656218255218,2.2017342752101494,5.040236536893752
An Nafud \& Ad Dahna,29.086641311645508,39.937416076660156,b,1733.4499624253685,6932.488151803561,49.208450139409315,b,1733.4499624253685,6932.488151803561,49.208450139409315,2.815611858108272,6.847064269060571
Aoukar,17.002336502075195,351.561767578125,t,1708.3789535611754,5242.023633640271,21.661952054436686,t,1708.3789535611754,5242.023633640271,21.661952054436686,6.94125657693231,17.027973257823085
An Nafud \& Ad Dahna,28.24355125427246,40.781166076660156,b,1385.4702301267141,2057.5485619964134,47.3322180717022,b,1385.4702301267141,2057.5485619964134,47.3322180717022,2.6623500455804963,6.265441268323514
El Djouf,21.77985191345215,354.093017578125,l,1266.4176346415595,4291.801313062405,35.11965297644498,l,1266.4176346415595,4291.801313062405,35.11965297644498,10.608674814742516,15.770258375334146
El Djouf,17.56439781188965,356.905517578125,l,881.3792282923923,19636.840632415377,26.454872154670312,b,312.3856904232472,457.75546517485253,13.167737784271749,3.881300423005849,11.52994039489118
El Djouf,20.093669891357422,355.499267578125,b,731.298721183157,1921.2784360036349,21.713122019919606,b,731.298721183157,1921.2784360036349,21.713122019919606,6.359045428795189,11.545613071558217
Central Takla Makan,38.92270278930664,84.93732452392578,b,1375.0030873330377,4382.7709419137,60.20999271823739,b,1375.0030873330377,4382.7709419137,60.20999271823739,11.270125809388045,16.477781370620743
Rub Al Khali,21.217792510986328,51.46864318847656,b,1460.0543212971272,5222.951629544727,14.4981568868277,b,1460.0543212971272,5222.951629544727,14.4981568868277,4.096447787328222,7.000276877509383
Grand Erg Oriental,32.74003601074219,7.593734264373779,b,1518.7015005168469,2368.157313000362,25.260906293402147,b,1518.7015005168469,2368.157313000362,25.260906293402147,6.331001424417868,23.65066137194405
Rub Al Khali,19.250579833984375,53.1561393737793,s,1475.420761473202,5932.494559027005,99.50852620912096,s,1475.420761473202,5932.494559027005,99.50852620912096,0.8046738430105034,3.5776435500819033
Rub Al Khali,22.060882568359375,53.99988555908203,b,2147.5774063266535,3902.666663642146,114.84245919883637,b,2147.5774063266535,3902.666663642146,114.84245919883637,3.0324945157602263,6.370634194427799
Aoukar,17.845428466796875,349.311767578125,t,1403.5252288016754,10268.757867036318,35.59723932095225,t,1403.5252288016754,10268.757867036318,35.59723932095225,10.969172401013033,18.19750387400038
Central Takla Makan,40.32785415649414,86.34356689453125,t,1719.567349082498,10596.60986392064,98.07576717559915,t,1719.567349082498,10596.60986392064,98.07576717559915,12.17310115949863,15.962461725003811
Rub Al Khali,17.845428466796875,48.093650817871094,l,1305.7409707934899,30911.35787675427,49.89071634584827,l,1305.7409707934899,30911.35787675427,49.89071634584827,0.5402566954467705,3.8300840606795186
Grand Erg Oriental,30.772823333740234,6.46873664855957,s,1552.5785643760032,4020.2451005146772,34.96614307999622,s,493.37770110606186,628.4431782829846,20.706779365422154,1.8134606205657213,18.416314325918734
Ergs Iguidi \& Chech,24.59015655517578,358.030517578125,l,771.654864134908,6487.87725441731,25.80671925855331,b,321.80566723896834,587.7845187976847,13.730607404583882,9.877818031107163,15.482945623151119
Rub Al Khali,22.3419132232666,54.28113555908203,b,2123.0488940286004,4114.966770932002,112.30101757985128,b,2123.0488940286004,4114.966770932002,112.30101757985128,3.6257483733285443,6.892349005006549
El Djouf,17.845428466796875,357.749267578125,l,935.017590999773,18821.052458717375,30.343789531372327,b,366.63942244018136,550.4095540432526,16.237935713247026,4.392579677787889,12.869375368568495
Rub Al Khali,18.688518524169922,46.12490463256836,l,1357.1468530034113,20176.686025028703,25.90905918951915,l,1357.1468530034113,20176.686025028703,25.90905918951915,3.3327688045644592,6.759604274443395
Gran Desierto,31.896944046020508,246.09323120117188,b,1563.621768527798,3425.620357293326,24.28867694922664,b,1563.621768527798,3425.620357293326,24.28867694922664,3.2569632444202536,8.68505678913902
Idehan Ubari,27.40045928955078,12.093725204467773,s,1445.3932244478485,3304.404836267229,90.51966893928778,s,1445.3932244478485,3304.404836267229,90.51966893928778,3.5657354653769513,14.058167189808373
Munga-Thirri,-24.309125900268555,136.4059600830078,l,383.8557720697095,6489.250112377611,17.79009133289564,l,170.2986939062012,409.0446861882884,11.172109130437818,10.910261978682353,17.329408303045945
Rub Al Khali,23.7470645904541,53.99988555908203,b,1165.5865104946047,2551.3190037250743,18.677037401266272,b,71.31025566502515,158.7693442896828,0.0,8.421474099807403,13.969674722775673
Rub Al Khali,18.96954917907715,50.34364318847656,b,1191.0911385267204,3798.639510300545,44.87605972852198,b,1191.0911385267204,3798.639510300545,44.87605972852198,0.6778077437620399,5.115191622255046
El Djouf,20.37470054626465,351.843017578125,l,1182.5560082440138,44507.54285920396,33.772177218728054,l,1084.7880060563166,36259.04390714079,33.772177218728054,10.214488764894785,15.154505494748472
Rub Al Khali,22.903974533081055,53.1561393737793,b,2223.859880711177,4047.4020342108465,29.88325984202604,b,2223.859880711177,4047.4020342108465,29.88325984202604,7.689703218998872,11.619837185209365
Central Grand Sand Sea,26.557369232177734,22.78120231628418,l,1459.0869838347562,17024.40241897757,37.985171043488585,l,1459.0869838347562,17024.40241897757,37.985171043488585,0.743581623139756,7.127380864875727
Grand Erg Oriental,29.367671966552734,5.0624895095825195,l,1854.1472976197658,17610.638533384248,143.78760300700884,s,1006.5942037060601,2625.138198641994,40.27076283505906,2.101396204845975,15.667965216014014
Grand Erg Oriental,30.491792678833008,6.1874871253967285,s,1564.8618192460833,5405.152851388461,26.915401844016603,s,1564.8618192460833,5405.152851388461,26.915401844016603,2.099248326668424,17.686626338775994
Rub Al Khali,20.37470054626465,50.62489318847656,b,404.005058000347,3061.1960060793303,12.007885233325533,b,404.005058000347,3061.1960060793303,12.007885233325533,2.8537619237886487,5.702825542054958
Rub Al Khali,20.655731201171875,53.4373893737793,b,1850.5140445514617,3959.203734724751,54.82008968736969,b,1850.5140445514617,3959.203734724751,54.82008968736969,1.2903416807724255,4.496479009744927
Grand Erg Oriental,29.64870262145996,6.1874871253967285,l,1093.3063824369208,4029.357913532475,46.13825221043404,s,581.5188878185993,965.401035970498,33.56749735679637,2.427253509206542,17.22364989561869
Central Grand Sand Sea,26.838397979736328,25.31244659423828,l,1105.414255693558,10833.798912779243,32.049455047469706,l,1105.414255693558,10833.798912779243,32.049455047469706,2.0505347794412554,4.946540502687039
El Djouf,20.9367618560791,356.061767578125,b,1295.336087259214,1945.7037095629491,25.277962948563122,b,1295.336087259214,1945.7037095629491,25.277962948563122,9.50578378847134,14.092778130782456
Grand Erg Oriental,29.929733276367188,7.3124847412109375,s,1693.6454108548214,2783.273037924267,89.9226860086537,s,1693.6454108548214,2783.273037924267,89.9226860086537,1.236815734117543,17.01033077654759
Central Takla Makan,40.32785415649414,85.49982452392578,t,1611.9842246789292,18932.361926111364,114.00668309594863,b,774.3829924806771,2680.6032295014834,39.34970345636648,8.75322716854725,12.430146460969775
El Djouf,19.5316104888916,353.249267578125,b,449.3980791496164,1047.4136071585772,15.129253127783729,b,449.3980791496164,1047.4136071585772,15.129253127783729,7.374173666228873,13.017140194271938
El Djouf,20.655731201171875,350.718017578125,l,811.919692171468,21836.262132919597,26.199022327255705,l,293.37802003079645,1197.5744541912031,15.419216265520284,8.565595656401113,13.759146830234794
Grand Erg Oriental,29.64870262145996,6.46873664855957,s,1345.1899711177687,3618.147103950954,40.98714235181996,s,1345.1899711177687,3618.147103950954,40.98714235181996,2.0898697692285553,17.33623963902821
Ergs Iguidi \& Chech,27.962520599365234,355.499267578125,l,2612.2986451725674,22109.786588389758,58.99897020180826,s,1030.855182104508,1886.365149195442,37.47347138865936,1.2559752303558411,20.947907208711065
Ramlat Al Sabatayn,15.316154479980469,46.40615463256836,l,1521.203321068459,3712.084617403244,25.755549293070388,l,1521.203321068459,3712.084617403244,25.755549293070388,5.712269600491879,6.869574311723978
Rub Al Khali,20.9367618560791,53.4373893737793,b,2007.410415879954,4264.982703955955,56.542811858628035,b,2007.410415879954,4264.982703955955,56.542811858628035,1.560825648416905,4.8487386988746675
Badain Jaran Desert,40.32785415649414,101.24978637695312,b,1504.0851181162755,3769.514916389855,81.24084853171804,b,1504.0851181162755,3769.514916389855,81.24084853171804,7.605044082721934,26.84209859847631
El Djouf,22.060882568359375,350.999267578125,l,1351.1870676744513,23942.392769342317,31.008999082650305,l,252.91782432512255,418.89687620031685,10.91625930302321,6.4679547547535545,10.972259230167285
Rub Al Khali,18.96954917907715,52.5936393737793,s,1313.6336197243136,3809.4969728313336,25.670266017265515,s,1313.6336197243136,3809.4969728313336,25.670266017265515,0.5090957744208395,3.2241852281478995
Badain Jaran Desert,40.32785415649414,102.09353637695312,l,1714.1283771772755,7458.789282637148,110.30538892601734,l,1714.1283771772755,7458.789282637148,110.30538892601734,7.857995031801424,25.213206867599958
Rub Al Khali,19.250579833984375,50.34364318847656,b,1382.7487095528766,4004.0425218680957,35.22199290741083,b,1382.7487095528766,4004.0425218680957,35.22199290741083,0.6526325955896147,5.020224260073997
El Djouf,18.96954917907715,352.968017578125,b,526.6041481131426,781.1214834833333,18.08005447063219,b,314.7288927845548,433.6970612184628,13.201851094593694,8.328308852855702,15.120907596144454
El Djouf,17.845428466796875,356.343017578125,b,434.74770167979216,782.7179652170786,15.5386128516471,b,434.74770167979216,782.7179652170786,15.5386128516471,5.440081930582302,14.150257565258563
Central Grand Sand Sea,29.086641311645508,23.06245231628418,l,1393.334082244197,7657.2546642712605,51.630495172267594,l,1393.334082244197,7657.2546642712605,51.630495172267594,2.506555592112401,10.814644711419977
Rub Al Khali,20.655731201171875,51.74989318847656,b,919.9855017279132,5550.49014386563,15.879745954866573,b,919.9855017279132,5550.49014386563,15.879745954866573,2.971582310677684,5.914909848237149
El Djouf,17.845428466796875,356.061767578125,b,435.372791007729,809.3756905643746,18.506470849656534,b,435.372791007729,809.3756905643746,18.506470849656534,5.5872582685854475,14.174888162883118
El Djouf,21.77985191345215,351.280517578125,l,1188.041136658187,22379.817405246387,39.91257307667861,l,466.3970771480175,2016.3116685089894,20.14390974511002,7.515713798629216,12.267739421010114
