Dune Field,Latitude,Longitude,Large Type,Large Wavelength (m),Large Width (m),Large Height (m),Small Type,Small Wavelength (m),Small Width (m),Small Height (m),Mean Resultant Flux Magnitude (m^2/yr),Mean of Flux Magnitudes (m^2/yr)
El Djouf,17.845428466796875,354.374267578125,b,1434.7851716108103,2169.5769210975764,25.14150970727533,b,1434.7851716108103,2169.5769210975764,25.14150970727533,6.803081620700162,14.133669666450317
Ergs Iguidi \& Chech,27.681489944458008,354.936767578125,s,1784.6103694171895,4271.896641895382,41.51589866181015,s,1784.6103694171895,4271.896641895382,41.51589866181015,1.0374478204128241,19.2775745408815
Central Takla Makan,37.798580169677734,81.28108215332031,b,975.9546823049691,3939.520319933253,31.691265289089255,b,975.9546823049691,3939.520319933253,31.691265289089255,3.199930710912603,8.704515644664017
Central Grand Sand Sea,26.557369232177734,25.59369659423828,l,1146.469526847585,7586.15451213415,43.409187384678226,l,1146.469526847585,7586.15451213415,43.409187384678226,1.253626533507587,3.3123158943341457
Rub Al Khali,20.093669891357422,52.03114318847656,l,1040.9921474802245,8321.817484420757,33.89157380485487,b,462.8510078906991,1138.9579110724098,19.188737056095487,1.7803282169452912,4.952252601050789
El Djouf,19.250579833984375,356.061767578125,l,715.5268395032001,2689.6538185555723,18.9840571941638,b,416.9995099153514,597.6013168252189,15.8626892997056,6.074027676272852,12.022545647366615
Trarza Reion Desert,18.96954917907715,347.061767578125,b,2427.0458582844276,4657.400254674525,50.72649244873598,b,2427.0458582844276,4657.400254674525,50.72649244873598,14.832852584201447,21.233979117991073
Idehan Ubari,27.119428634643555,13.781221389770508,l,1917.7282968965021,8597.734975959998,46.05296893462917,l,1917.7282968965021,8597.734975959998,46.05296893462917,2.671530646113214,12.026918077596141
Rub Al Khali,20.093669891357422,55.40613555908203,s,1728.370677945039,2550.1128713958924,72.37138784801168,s,1728.370677945039,2550.1128713958924,72.37138784801168,2.1564844976191893,5.924220190019174
Grand Erg Oriental,30.491792678833008,5.906237602233887,s,1580.8029055733514,4020.7447708507348,33.14108097777203,s,1580.8029055733514,4020.7447708507348,33.14108097777203,2.1455354840993617,17.11576088320677
Central Grand Sand Sea,25.714277267456055,25.59369659423828,l,1133.3010150167522,11703.235546337364,62.13739475142743,s,596.7260612842757,1163.481004143868,42.146994902766174,1.7601135249549023,4.952686762066531
Rub Al Khali,22.903974533081055,52.3123893737793,b,713.7217192842742,2543.7222222116366,20.12685308994904,b,322.65151189442076,369.04348539493657,12.4172449571889,7.9412310531302355,11.89152952084762
El Djouf,20.655731201171875,350.436767578125,l,944.2404977906323,26550.132802798256,25.840832568875257,l,371.2192552425755,1006.5886519518976,21.337875606378184,9.033844616076207,14.124489304972387
Grand Erg Oriental,30.491792678833008,8.437482833862305,s,1696.3608408204739,3654.029345606141,142.33778731832606,s,1696.3608408204739,3654.029345606141,142.33778731832606,1.7787184704014298,17.010279856428458
Northwest Takla Makan,39.484764099121094,79.59358215332031,b,1346.3962207012676,3140.179547922891,34.14742363226948,b,1346.3962207012676,3140.179547922891,34.14742363226948,4.75796155812973,7.935792026195401
Rub Al Khali,20.37470054626465,53.99988555908203,s,1230.2198897099865,1384.4995094955013,35.3755028038596,s,66.89533302759736,161.82865654640452,0.0,0.5738358543165099,5.463605502387318
An Nafud \& Ad Dahna,26.276338577270508,46.687400817871094,l,2069.426281630594,12196.209028344852,25.056226431470463,l,2069.426281630594,12196.209028344852,25.056226431470463,2.174802355048625,10.431389074773616
Rub Al Khali,19.250579833984375,52.8748893737793,l,1635.4983878659855,10261.514244369062,97.18882110722852,b,1208.7801263609365,2428.574524649336,88.26819045803924,0.14740805954098524,3.0631185263240304
Central Grand Sand Sea,28.524580001831055,25.31244659423828,l,1303.5247244000107,13825.000422400102,35.921315769010754,s,805.6183954372954,3738.602060423307,30.156166324601617,2.8800160934939334,8.067462744245848
Munga-Thirri,-25.714277267456055,136.4059600830078,l,959.1407779579469,3966.612795753934,22.258934985070766,l,394.1378919198692,1416.5758103986998,17.090768471295714,7.711618346790571,13.664121847918938
Rub Al Khali,20.093669891357422,54.56238555908203,s,1501.8830932066044,2368.846178524942,21.15025239960747,s,1501.8830932066044,2368.846178524942,21.15025239960747,2.273378966509119,6.140641416347814
El Djouf,20.655731201171875,351.843017578125,l,1357.281987582304,44566.91906061815,48.18505082975089,l,1357.281987582304,44566.91906061815,48.18505082975089,9.12321769506575,14.331155308478179
Central Grand Sand Sea,28.80561065673828,24.749948501586914,s,1264.2038791374655,4044.311013353194,28.245820946572554,s,1264.2038791374655,4044.311013353194,28.245820946572554,2.6589121097417228,8.663376208416182
Namib Sand Sea,-25.99530792236328,15.468717575073242,l,1511.5707778902988,14572.516038733113,38.85506045669824,s,550.6701954292946,1252.5942408421336,17.653638091607846,5.044548160020233,19.931077989786576
El Djouf,20.093669891357422,349.874267578125,l,962.0744593351179,21322.020766307523,19.956286538339306,b,369.80388428361505,786.2982427860018,13.389474301364405,10.902627332530443,17.370452599071196
Rub Al Khali,19.812639236450195,45.56240463256836,l,1644.4305196896469,26899.395194497465,53.33616068836496,l,1644.4305196896469,26899.395194497465,53.33616068836496,1.7495653595676632,5.36151267353587
El Djouf,18.688518524169922,355.218017578125,b,602.0710010239706,1066.1345207547836,23.879317225363273,b,602.0710010239706,1066.1345207547836,23.879317225363273,6.391183173867355,13.72654321395695
Ergs Iguidi \& Chech,28.24355125427246,355.499267578125,l,2059.2803453100887,12264.317584634202,49.208450139409315,s,1185.0184341107588,3408.217957586493,41.43061538600528,2.329586868943474,21.944734200839306
Grand Erg Oriental,30.21076202392578,6.46873664855957,s,1295.2103814573502,3115.50717315129,35.11965297644499,s,1295.2103814573502,3115.50717315129,35.11965297644499,1.9138154887787777,17.540306036452087
Ergs Iguidi \& Chech,27.681489944458008,357.186767578125,l,2333.381246136628,28992.817529601056,43.255677488229466,l,2333.381246136628,28992.817529601056,43.255677488229466,2.351727596214906,19.807058019635452
Rub Al Khali,20.093669891357422,48.65614700317383,l,1480.4005812713667,24648.18362729083,26.608382051119072,l,1480.4005812713667,24648.18362729083,26.608382051119072,2.6557719480374775,5.290957823469154
Grand Erg Oriental,30.491792678833008,6.749985694885254,s,1231.417432809262,2044.4184791409998,29.320390221713907,s,1231.417432809262,2044.4184791409998,29.320390221713907,1.4704254727664587,17.81636544230733
Grand Erg Oriental,28.80561065673828,5.624988079071045,s,1913.281534946514,11377.401131144847,40.509556007312696,s,1913.281534946514,11377.401131144847,40.509556007312696,2.073250008915331,16.28018584833581
Grand Erg Oriental,32.177974700927734,8.437482833862305,b,1516.078361126861,4211.718881850058,63.34841726785657,b,1516.078361126861,4211.718881850058,63.34841726785657,5.133537401826362,23.01334516090985
Rub Al Khali,20.37470054626465,52.5936393737793,l,1038.4272597763857,9196.740435805656,19.495756848993015,b,595.2644115110572,1072.1214782008083,16.084425816798262,1.9060954109384372,5.141835239589166
Rub Al Khali,22.622943878173828,53.4373893737793,b,1862.9902750400356,4662.972475708081,26.386645534026414,b,1862.9902750400356,4662.972475708081,26.386645534026414,5.780335023720429,9.447927943915495
El Djouf,19.812639236450195,352.124267578125,b,408.81657196324454,774.3805302933351,11.393845647530474,b,408.81657196324454,774.3805302933351,11.393845647530474,9.638554630617174,14.3224439480975
Rub Al Khali,23.18500328063965,54.84363555908203,l,2374.3633067904207,21350.739858635658,16.44261557517871,b,1369.4849389047881,3464.003049005789,14.736950059081336,5.446064932852231,10.368479277592895
Grand Erg Oriental,31.61591339111328,7.874983787536621,s,1740.208538939905,3539.890234780377,41.56706862729306,s,1740.208538939905,3539.890234780377,41.56706862729306,3.419393689452979,20.112463494147335
El Djouf,19.812639236450195,354.936767578125,l,577.6949438361333,3204.403373308621,21.303762296056235,b,364.20476174532365,573.1392580383105,16.323218989051895,6.621411988427448,12.219444368021344
El Djouf,20.37470054626465,356.061767578125,b,861.3343044997405,1172.2090064425965,26.488985464992258,b,861.3343044997405,1172.2090064425965,26.488985464992258,7.134548370572976,11.942271419560912
Idehan Murzuk,25.714277267456055,12.93747329711914,l,1962.7268864618213,20230.038191655563,140.61506514706772,l,1962.7268864618213,20230.038191655563,140.61506514706772,1.1170322802852695,7.662525856875081
An Nafud \& Ad Dahna,28.24355125427246,41.90616226196289,b,1210.2733976876973,2439.483513185445,40.850689110532166,b,1210.2733976876973,2439.483513185445,40.850689110532166,1.8062037115824972,5.447391799454522
Trarza Reion Desert,18.407487869262695,345.936767578125,b,1393.5333159184524,4058.560200633057,41.70352186858086,b,1393.5333159184524,4058.560200633057,41.70352186858086,8.049630264660601,17.860079024577512
Badain Jaran Desert,40.04682540893555,102.93728637695312,s,2309.5343614413678,8084.256914777929,64.4229865429979,s,1545.0689752244052,2415.1975796270763,46.22353548623891,6.9631387900917145,28.31818977186786
Rub Al Khali,20.9367618560791,49.78114700317383,l,1200.638947243536,12951.130621757367,28.228764291411583,l,490.13204664786537,3288.0256773897395,11.240335751081712,3.569428905792024,6.250560533509266
Grand Erg Oriental,31.334884643554688,7.3124847412109375,s,1469.0754217366598,4069.3423906689695,25.175623017597278,s,1469.0754217366598,4069.3423906689695,25.175623017597278,2.063306950736062,18.84606673134669
Badain Jaran Desert,40.32785415649414,101.81228637695312,l,1388.8675086768887,6812.636042923308,72.66135098574823,l,1388.8675086768887,6812.636042923308,72.66135098574823,7.048832890512467,27.226363257483328
Rub Al Khali,18.96954917907715,52.8748893737793,l,1444.1807324263975,10119.634451362674,100.78777534619398,s,1091.027258756083,2789.6453229689637,31.861831840698994,0.4026794983125002,3.241298743185852
Grand Erg Oriental,29.64870262145996,5.624988079071045,l,1355.3312330321596,10224.496710787082,47.0081416236437,s,1181.3694898017511,3810.83403619177,43.63092390177089,2.467692613462003,16.37604163259537
El Djouf,21.77985191345215,350.436767578125,l,1528.762943177889,14237.14539886925,42.53929797146857,l,1528.762943177889,14237.14539886925,42.53929797146857,6.014680724154692,9.580767144699669
Central Takla Makan,39.484764099121094,81.84358215332031,b,958.9520597920556,3054.4009123666497,46.2235354862389,b,958.9520597920556,3054.4009123666497,46.2235354862389,5.438036215716671,8.754649851955586
Rub Al Khali,17.56439781188965,46.687400817871094,l,1404.9497048375742,45058.45579313808,72.84897419251895,l,887.8940575233313,15206.919335140972,55.809375686706176,0.4053194345152502,4.69935280437865
Ergs Iguidi \& Chech,28.524580001831055,356.905517578125,s,1996.8365349678256,4531.132417418597,33.17519428809398,s,1996.8365349678256,4531.132417418597,33.17519428809398,0.9816692414492997,21.809404604228725
Rub Al Khali,21.217792510986328,51.18739318847656,b,1796.5807430091074,6099.595428160279,15.095139817461781,b,1796.5807430091074,6099.595428160279,15.095139817461781,4.134660679678387,6.962855949961189
Thar Desert,26.557369232177734,69.7498550415039,l,1438.665734064142,9946.187059349753,28.45050080850424,l,1438.665734064142,9946.187059349753,28.45050080850424,24.168862387168144,26.39114198344001
Central Takla Makan,39.484764099121094,82.96857452392578,l,1684.958028202648,24800.17092931376,38.00222769864955,l,1684.958028202648,24800.17092931376,38.00222769864955,5.976694346639748,9.993801001013713
El Djouf,18.407487869262695,353.530517578125,t,600.0733701421254,2545.8227127850723,20.348589607041703,b,470.0039159733046,830.8951149167975,19.717493366085673,7.942390917821308,15.374728309971125
Ergs Iguidi \& Chech,28.524580001831055,358.8742370605469,l,1415.7724001538118,30700.228735416364,26.983628464660498,l,773.0990629601494,3610.148269569461,19.137567090612563,7.634511292294253,22.673062084800016
El Djouf,18.688518524169922,353.811767578125,b,609.1512137975966,1155.436370486736,14.924573265852045,b,331.4711956664372,470.35847864553796,12.536641543315717,7.9500573946996775,15.257750056294457
Central Takla Makan,39.76579284667969,83.24982452392578,l,1634.2366834119978,16490.881484998703,38.78683383605435,l,1634.2366834119978,16490.881484998703,38.78683383605435,6.146945807220359,9.799714946939362
Munga-Thirri,-25.1522159576416,138.0934600830078,l,339.59729737366825,5254.629875264747,11.786148716232873,l,120.87063023177879,246.8119140453561,1.9444586883510095,7.267523656224265,12.870975332311692
El Djouf,19.250579833984375,350.155517578125,b,879.385477855818,2192.5572013920896,26.506042120153232,b,879.385477855818,2192.5572013920896,26.506042120153232,10.466250582256468,17.93218325326908
El Djouf,22.3419132232666,354.655517578125,l,1714.801786826794,32738.14115685877,52.58566786128212,l,1714.801786826794,32738.14115685877,52.58566786128212,9.442997064790264,15.119455032746107
Ergs Iguidi \& Chech,25.714277267456055,358.311767578125,l,1386.291245459946,37519.59602557742,57.9926275473108,l,1386.291245459946,37519.59602557742,57.9926275473108,9.529937885008822,17.69858720675906
Ergs Iguidi \& Chech,26.276338577270508,357.468017578125,l,1820.9119524845846,46088.448445566486,35.22199290741082,l,1820.9119524845846,46088.448445566486,35.22199290741082,7.585198035228319,19.17679424510079
Rub Al Khali,18.688518524169922,48.374900817871094,l,1491.4886511769746,45179.80289370544,66.23099199006114,l,1491.4886511769746,45179.80289370544,66.23099199006114,1.2986560580583648,4.606966623236406
Rub Al Khali,23.7470645904541,54.56238555908203,l,1771.8481761389376,14504.124423754232,17.97771453966635,l,1771.8481761389376,14504.124423754232,17.97771453966635,6.374796406675883,12.773624104553466
Rub Al Khali,17.283367156982422,46.40615463256836,l,1679.2750186993594,45130.49746402779,95.9095719701555,l,1679.2750186993594,45130.49746402779,95.9095719701555,0.4241476242706093,4.710641995790296
El Djouf,22.3419132232666,349.311767578125,l,1272.6148951076577,31023.963315957728,43.2386208330685,l,1272.6148951076577,31023.963315957728,43.2386208330685,6.839823369698739,11.70448250324146
Rub Al Khali,19.250579833984375,48.65614700317383,l,1433.5324382928802,44962.52078803464,53.250877412560094,l,998.4305668868066,14165.575085675364,34.60795332161577,1.9085743541187956,4.906205738321775
Rig-e Yalan,30.491792678833008,59.624874114990234,l,2196.66140844578,13658.568571978312,179.48718225892694,s,1403.9084811548655,2426.7067551299615,117.69092061071899,8.30479633851536,21.377691774214256
Grand Erg Oriental,33.02106475830078,7.3124847412109375,l,1632.806053280272,14106.446809003506,22.310104950553686,b,946.3788841241704,2472.232227433211,18.81349064255406,7.787924900493751,25.42580372498129
El Djouf,20.37470054626465,352.686767578125,l,840.9320453794119,8544.725267869764,20.12685308994904,b,350.81943469510185,492.2855323454169,12.04199854364748,9.3429061129033,14.13428338788615
Central Grand Sand Sea,27.681489944458008,26.43744468688965,l,1313.0132151084551,21549.55964103314,46.97402831332175,l,1313.0132151084551,21549.55964103314,46.97402831332175,2.931965556420358,6.018240839985342
El Djouf,20.9367618560791,349.874267578125,l,1354.8369461400048,44506.600363794096,32.4417581161721,l,1354.8369461400048,44506.600363794096,32.4417581161721,11.274433964365913,16.175865264272417
Rub Al Khali,19.5316104888916,46.40615463256836,l,876.1175312777386,12644.581712203837,31.128395668777124,l,454.6833074593634,2107.4918855782767,18.489414194495563,1.69820170892507,5.529433156394514
El Djouf,18.12645721435547,357.468017578125,n,677.8284042368693,2318.409397382463,22.941201191509716,n,523.1234424536538,775.6847134420703,21.252592330573314,4.481308017480384,12.956685952836116
Northwest Takla Makan,38.92270278930664,80.15608215332031,b,1505.7056645277255,6311.1783919857335,40.03196966280543,b,1505.7056645277255,6311.1783919857335,40.03196966280543,4.546813182119412,8.521468536415853
Munga-Thirri,-23.466033935546875,138.3747100830078,l,378.08488458780073,7288.468527112034,10.216936441423286,l,119.13064343938343,275.6028865731702,2.558498274146065,3.497845470602176,6.536641152809653
Rub Al Khali,20.37470054626465,53.7186393737793,b,1596.0475912007971,2691.3076317567093,18.9840571941638,b,1596.0475912007971,2691.3076317567093,18.9840571941638,0.5449493570746154,4.715249261569233
El Djouf,22.060882568359375,350.718017578125,l,1400.1982213351087,44463.008583001916,35.03436970064011,b,339.9745600945421,535.9374644196567,18.728207366749196,6.03780348514372,10.052834839126426
Rub Al Khali,20.9367618560791,49.21864700317383,l,1180.2181698607653,15056.435031516798,21.3890455718611,l,1180.2181698607653,15056.435031516798,21.3890455718611,3.5908147903009193,6.284287742415814
Ergs Iguidi \& Chech,25.433246612548828,358.311767578125,l,1340.6471908364788,22749.159907087465,37.354074802532544,l,562.6932363509507,2894.269191237789,22.583011433129265,9.990930467664313,17.465473561377646
Rub Al Khali,19.250579833984375,47.249900817871094,l,987.5909085974534,13766.988512827751,26.591325395958105,l,987.5909085974534,13766.988512827751,26.591325395958105,1.9755384052108858,5.2492281158403475
Ergs Iguidi \& Chech,27.962520599365234,357.468017578125,l,1880.822422874493,19024.377000789333,31.469528771996597,l,1045.2336525601797,4546.1481318671695,24.04988377697301,3.670904218592737,22.52227689203027
Central Takla Makan,40.32785415649414,87.18731689453125,b,1817.0784808796623,5061.454512168602,93.11228052375579,b,1817.0784808796623,5061.454512168602,93.11228052375579,19.812591577324234,22.770925193755815
Central Takla Makan,38.64167404174805,84.93732452392578,b,1406.4435187545005,4413.404127058496,60.10765278727154,b,1406.4435187545005,4413.404127058496,60.10765278727154,11.112429684648221,17.255240469526466
Central Takla Makan,38.64167404174805,84.09357452392578,b,1563.7504056526354,7907.315886621303,43.54564062596603,b,1563.7504056526354,7907.315886621303,43.54564062596603,7.99492317892176,13.402187415109802
Central Grand Sand Sea,28.24355125427246,23.906200408935547,l,1907.1141362795986,45950.45314039369,31.179565634260047,l,1293.2443751355845,13333.20544973227,28.245820946572554,1.6272916261329717,8.794251634606002
Munga-Thirri,-26.838397979736328,136.4059600830078,l,260.84842184639547,2120.8503081821673,14.754006714242308,l,144.36728685941014,345.84359646906483,8.596554201130779,3.861304673987615,7.471196859251007
El Djouf,20.9367618560791,356.905517578125,n,1081.0359513481967,1531.0099798282572,34.09625366678656,n,1081.0359513481967,1531.0099798282572,34.09625366678656,9.729393719515869,14.511927091403102
Rub Al Khali,20.655731201171875,55.12488555908203,s,1397.0934076420165,2245.147823457075,23.538184122143797,s,1397.0934076420165,2245.147823457075,23.538184122143797,1.1371625402499883,5.7530857096412165
Southwest Takla Makan,38.64167404174805,78.18733978271484,l,671.5588677549259,5187.789496625726,17.466014884837133,b,406.582219187427,565.4509202371698,13.577097508135118,3.829264445450298,7.282340167411021
Central Grand Sand Sea,26.276338577270508,25.87494659423828,l,1226.861475558469,20872.59014577977,41.908201730512545,s,477.22218302530854,660.2038878897991,28.09231105012379,1.6382485525132855,4.046042315925013
Trarza Reion Desert,18.688518524169922,345.936767578125,b,1082.5424721283712,2266.084518371845,18.847603952876014,b,1082.5424721283712,2266.084518371845,18.847603952876014,9.516422590346753,19.60370584388253
Rub Al Khali,23.466033935546875,53.4373893737793,t,745.0327151250418,3865.51461409273,19.47870019383204,t,745.0327151250418,3865.51461409273,19.47870019383204,9.233727375029995,14.032457889660137
Rub Al Khali,19.5316104888916,48.093650817871094,l,1585.6745694425374,45094.83940620821,30.002656428152854,l,1585.6745694425374,45094.83940620821,30.002656428152854,2.1296939522323757,4.718438804031332
El Djouf,17.56439781188965,357.186767578125,l,893.270660631865,29586.66438539762,24.81743325921683,l,893.270660631865,29586.66438539762,24.81743325921683,3.780818533915883,11.531530978612432
Rub Al Khali,20.9367618560791,55.68738555908203,l,1502.2153594872989,9741.474609469067,35.46078607966446,s,1265.6035657053185,2768.890332232896,29.52507008364559,1.3532311947031777,5.285080234718231
Aoukar,17.283367156982422,352.124267578125,t,1824.3986402184998,4518.51932968812,30.87254584136252,t,1824.3986402184998,4518.51932968812,30.87254584136252,7.240073835476241,18.445703274675697
Rub Al Khali,20.37470054626465,50.06239700317383,l,1021.5938228852117,18109.3064542815,20.041569814144175,b,468.8109191234492,2456.469957512314,11.479128923335345,2.944195550787766,5.753102459680404
Central Grand Sand Sea,25.99530792236328,26.15619468688965,l,1426.0458553550336,28537.641510048565,41.66940855825891,n,399.83177963004465,835.9789724062289,22.8218046053829,1.9613008959548848,4.679137852084724
El Djouf,19.5316104888916,354.655517578125,l,630.8509822902121,5323.984746965319,20.723836020583125,b,311.4412731610826,430.93185670589827,15.504499541325153,7.08609557889183,12.95643537224987
Ergs Iguidi \& Chech,27.681489944458008,355.780517578125,s,1583.3575890823868,3319.4671634812635,40.918915731176064,s,1583.3575890823868,3319.4671634812635,40.918915731176064,0.6392809842710158,21.57461595492855
El Djouf,18.407487869262695,356.343017578125,l,642.5402465262089,1658.9095770045067,27.051855085304393,l,642.5402465262089,1658.9095770045067,27.051855085304393,5.769518782969964,13.92280811312882
Rub Al Khali,18.688518524169922,49.21864700317383,l,1325.1914151198482,40511.129086678986,45.660665865926774,l,1055.9042718190628,15531.629563867136,38.03634100897149,0.911665770847914,4.392690406926129
El Djouf,18.12645721435547,357.749267578125,n,792.6765397354824,1918.3580378255474,25.41441618985091,n,792.6765397354824,1918.3580378255474,25.41441618985091,4.7137007516078375,13.227495226408402
Idehan Ubari,27.119428634643555,12.93747329711914,s,1610.6377272367617,5639.542926274221,68.63598036775842,s,1610.6377272367617,5639.542926274221,68.63598036775842,3.176024179650966,13.381079685727178
Ergs Iguidi \& Chech,24.59015655517578,357.186767578125,l,2319.9113566458445,27714.932367581165,53.14853748159425,l,2319.9113566458445,27714.932367581165,53.14853748159425,10.080789436176277,16.88525086391667
Grand Erg Oriental,32.45900344848633,7.874983787536621,b,1227.7970472175211,2241.157815086378,35.955429079332696,b,1227.7970472175211,2241.157815086378,35.955429079332696,4.477106933563678,22.16176378859124
Munga-Thirri,-26.557369232177734,136.9684600830078,l,1054.714370291149,8266.933460410111,25.141509707275333,l,1054.714370291149,8266.933460410111,25.141509707275333,4.251185534329241,7.626706233073221
Rub Al Khali,20.37470054626465,54.56238555908203,s,1333.8224649056197,2158.0255365820885,22.51478481248537,s,1333.8224649056197,2158.0255365820885,22.51478481248537,1.270653585836747,5.519721818674339
El Djouf,19.5316104888916,349.593017578125,b,663.4472361753129,1792.4196647783601,19.683380055763724,b,423.9330614009338,544.3292349374473,11.18916578559879,9.941357498402644,18.562854388756783
Central Grand Sand Sea,28.524580001831055,22.78120231628418,s,1782.054184756414,5062.518545051502,63.1949073714078,s,1782.054184756414,5062.518545051502,63.1949073714078,1.2148080443690297,10.293955673241074
An Nafud \& Ad Dahna,27.40045928955078,43.874908447265625,l,2161.4691454667313,43359.11057412213,41.46472869632723,s,426.33292659988547,752.1097838668381,18.728207366749196,1.2543921735801509,7.385288588264169
Central Takla Makan,39.484764099121094,83.81232452392578,l,1662.9496770051062,12233.224851583751,45.694779176248716,l,1662.9496770051062,12233.224851583751,45.694779176248716,7.306609154007645,11.520908773761235
East Erg Issaouane,26.838397979736328,8.156232833862305,l,2184.22000613278,15426.956561771503,86.9889413209662,l,2184.22000613278,15426.956561771503,86.9889413209662,5.242656406467081,14.493544928397084
Central Takla Makan,38.92270278930664,82.40607452392578,l,1046.8601910332077,12821.083665887336,29.08159704946027,l,1046.8601910332077,12821.083665887336,29.08159704946027,5.917407233376516,10.09705829258948
Idehan Murzuk,24.309125900268555,12.093725204467773,b,2592.002794269204,4906.1247377306245,115.30298888818265,b,2592.002794269204,4906.1247377306245,115.30298888818265,0.6008590441914251,7.37214449751289
Ergs Iguidi \& Chech,28.524580001831055,355.780517578125,l,1599.464790317774,6142.059737670618,33.448100770669555,l,1599.464790317774,6142.059737670618,33.448100770669555,2.628056461300398,22.203502206240422
Ergs Iguidi \& Chech,27.962520599365234,357.186767578125,l,2074.6686693968604,30856.529568292128,35.98954238965465,s,1078.328886174177,4067.06926918925,30.104996359118694,2.3850508318261734,22.711970415828066
Grand Erg Occidental,30.491792678833008,0.5624988079071045,b,1877.486969009005,4224.191444425491,54.188993446413654,b,1877.486969009005,4224.191444425491,54.188993446413654,5.995215631290091,23.151880045019368
Central Grand Sand Sea,28.80561065673828,23.906200408935547,s,1644.524844667543,4097.225385684379,34.2668202183963,s,1644.524844667543,4097.225385684379,34.2668202183963,2.237339095798228,9.524639103385216
El Djouf,17.002336502075195,355.499267578125,b,371.5100696800259,572.6468987707497,13.1336244739498,b,371.5100696800259,572.6468987707497,13.1336244739498,4.98765116430119,11.002904431863318
Ergs Iguidi \& Chech,26.557369232177734,358.593017578125,l,1727.0855191201492,46259.36826190354,46.10413890011209,s,735.7054388185871,5975.562961940817,29.371560187196824,7.876225241457966,18.233311437774024
Aoukar,18.12645721435547,350.718017578125,t,1790.483779321838,4765.693076142926,40.21959286957614,b,457.93702257428214,585.5260999717001,22.753577984739003,8.930762524720281,15.948324691929493
Idehan Murzuk,24.871187210083008,12.093725204467773,b,2051.1133637051225,4327.509291570913,167.6839768875331,b,2051.1133637051225,4327.509291570913,167.6839768875331,1.3267370602735675,7.854666226397401
Rub Al Khali,23.466033935546875,53.1561393737793,t,876.335904306232,3001.1685911740074,18.728207366749196,t,876.335904306232,3001.1685911740074,18.728207366749196,9.0079490065913,13.935274162293785
Grand Erg Occidental,29.64870262145996,0.0,b,792.5741842647379,3227.7127740589485,23.060597777636534,l,168.8756403502945,353.59575900620894,4.537070272819022,9.471237689654746,23.868377041301105
El Djouf,18.407487869262695,354.936767578125,t,664.3421600302414,4108.975903421707,21.576668778631813,b,482.2163419861515,790.7361099480331,21.337875606378184,6.530775552349216,13.877336446745508
Aoukar,17.845428466796875,350.436767578125,t,1315.361780038898,10492.962352229712,23.111767743119454,t,1315.361780038898,10492.962352229712,23.111767743119454,9.09836684695923,18.680150223176447
Grand Erg Occidental,31.61591339111328,1.9687459468841553,b,1670.3530873131083,9206.67712247815,35.3072761832157,b,1670.3530873131083,9206.67712247815,35.3072761832157,1.5979361202355358,21.30156753611767
Central Grand Sand Sea,28.524580001831055,24.187450408935547,l,1477.8642521126364,7896.2610939674405,45.74594914173164,l,1477.8642521126364,7896.2610939674405,45.74594914173164,2.1688396875140907,9.138680680415547
Ergs Iguidi \& Chech,24.028095245361328,355.218017578125,l,1870.8786908539387,44870.34675859404,59.15248009825702,l,1415.821813117264,19136.75914307382,39.9807996973225,8.30520898283339,15.128165053123649
Tengger Desert,38.64167404174805,104.9060287475586,l,2620.1117219343214,13640.144207590722,92.95877062730702,l,2620.1117219343214,13640.144207590722,92.95877062730702,1.044023201423956,23.240955413415797
Southwest Takla Makan,38.36064147949219,78.46858978271484,b,554.2817316877303,1039.8621953667391,25.619096051782595,b,554.2817316877303,1039.8621953667391,25.619096051782595,4.036535325307489,7.232885341708901
Rub Al Khali,21.77985191345215,50.06239700317383,l,1302.7649290058241,17501.002920343413,15.862689299705604,b,610.4139487182082,2531.455658268985,11.68380878526703,4.424291206986929,7.102738207222957
East Takla Makan,40.04682540893555,88.87481689453125,b,909.0657465273719,2186.258931825601,22.73652132957803,b,909.0657465273719,2186.258931825601,22.73652132957803,38.326635542000886,41.61797280739733
Rub Al Khali,20.9367618560791,54.84363555908203,s,1438.991581682061,2088.158872486452,23.026484467314585,s,1438.991581682061,2088.158872486452,23.026484467314585,0.6914069492755034,5.533855166740036
El Djouf,18.12645721435547,358.030517578125,n,708.1183132162796,2247.6804018465646,33.99391373582071,n,708.1183132162796,2247.6804018465646,33.99391373582071,4.824192560361568,13.542529963448445
Central Takla Makan,39.76579284667969,83.53107452392578,l,1607.0034930521,17538.131853777544,39.469100042493295,l,1607.0034930521,17538.131853777544,39.469100042493295,6.311555370953441,10.05230821789437
Grand Erg Occidental,30.21076202392578,1.124997615814209,l,1703.216121094319,34959.408313671134,36.774148527059445,l,1703.216121094319,34959.408313671134,36.774148527059445,8.237415838615641,24.487434369617706
Rub Al Khali,20.9367618560791,54.56238555908203,s,1568.4727867646734,2061.483884745731,41.60118193761502,s,1568.4727867646734,2061.483884745731,41.60118193761502,0.7846464864026544,5.27640069941201
Ergs Iguidi \& Chech,27.962520599365234,356.343017578125,l,2122.694619092534,12738.03775240816,40.61189593827854,s,944.2804358151509,1893.4112152110297,24.73214998341196,0.5022090666792357,23.039657462468842
